id,도감번호,이름,설명,타입,키,분류,몸무게,특성
141,99,킹크랩,거다이맥스의 모습 거다이맥스의 파워에 의해 거대해진 왼쪽 집게는 무엇이든 산산이 부숴버린다.,['물'],19.0,집게포켓몬,,"['괴력집게', '조가비갑옷']"
142,100,찌리리공,굴러서 이동하기 때문에 땅이 울퉁불퉁하면 충격으로 폭발해 버린다.,['전기'],0.5,볼포켓몬,10.4,"['방음', '정전기']"
143,100,찌리리공,히스이의 모습 몬스터볼을 닮은 수수께끼의 포켓몬. 흥분하면 배 속에 비축해 둔 전류를 방출하며 크게 웃는다.,"['전기', '풀']",0.5,구체포켓몬,13.0,"['방음', '정전기']"
144,101,붐볼,전기 에너지를 모을수록 고속으로 이동할 수 있게 되나 그만큼 폭발하기도 쉬워진다.,['전기'],1.2,볼포켓몬,66.6,"['방음', '정전기']"
145,101,붐볼,히스이의 모습 신기하게도 표면의 조직이 규토리의 성분과 매우 흡사하다. 화가 났을 때 방출하는 전류는 벼락이 20번 떨어진 것에 필적한다.,"['전기', '풀']",1.2,구체포켓몬,71.0,"['방음', '정전기']"
146,102,아라리,알로 착각하여 건드리면 동료들이 모여들어서 집단으로 공격한다.,"['풀', '에스퍼']",0.4,알포켓몬,2.5,['엽록소']
147,103,나시,"걸어 다니는 열대우림이라고도 불린다. 열매 하나하나마다 얼굴이 있으며, 각자 의지를 가지고 있다.","['풀', '에스퍼']",2.0,야자열매포켓몬,120.0,['엽록소']
148,103,나시,알로라의 모습 긴 목을 채찍처럼 휘둘러서 머리로 상대를 힘껏 친다. 자신도 조금 어질어질해진다.,"['풀', '드래곤']",10.9,야자열매포켓몬,415.6,['통찰']
149,104,탕구리,사별한 어머니를 생각하며 울 때에는 머리에 쓴 뼈가 달각달각 소리를 낸다.,['땅'],0.4,고독포켓몬,6.5,"['돌머리', '피뢰침']"
150,105,텅구리,태어날 때부터 항상 지니고 있는 뼈를 자유로이 사용한다. 성격은 난폭하다.,['땅'],1.0,뼈다귀포켓몬,45.0,"['돌머리', '피뢰침']"
151,105,텅구리,알로라의 모습 손에 든 뼈에 불을 붙여 동료를 추모하는 춤을 밤새도록 춘다.,"['불꽃', '고스트']",1.0,뼈다귀포켓몬,34.0,"['저주받은바디', '피뢰침']"
152,106,시라소몬,발차기가 적중하는 순간에 발바닥의 근육을 단단하게 하여 위력을 최대로 끌어올린다.,['격투'],1.5,킥포켓몬,49.8,"['유연', '이판사판']"
153,107,홍수몬,"좌우 콤비네이션 펀치로 상대를 몰아붙인 뒤, 시속 500km의 스트레이트로 단숨에 마무리한다.",['격투'],1.4,펀치포켓몬,50.2,"['날카로운눈', '철주먹']"
154,108,내루미,손 대신 신장의 2배로 늘어나는 혓바닥을 사용한다. 끈적끈적한 타액이 무엇이든 달라붙게 한다.,['노말'],1.2,핥기포켓몬,65.5,"['마이페이스', '둔감']"
155,109,또가스,얇은 풍선 상태의 몸에 맹독의 가스가 채워져 있어 가끔 대폭발을 일으킨다.,['독'],0.6,독가스포켓몬,1.0,"['부유', '화학변화가스']"
156,110,또도가스,체내에 들어 있는 독가스의 농도를 극한까지 낮추면 최고급의 향수가 된다.,['독'],1.2,독가스포켓몬,9.5,"['부유', '화학변화가스']"
157,110,또도가스,가라르의 모습 대기 중의 오염된 성분을 흡수하고 배설물 대신 깨끗한 공기를 내보낸다.,"['독', '페어리']",3.0,독가스포켓몬,16.0,"['부유', '화학변화가스']"
158,111,뿔카노,"반경 10km의 범위를 영역으로 삼고 있으나, 달리다 보면 영역을 잊어버린다고 한다.","['땅', '바위']",1.0,뿔포켓몬,115.0,"['피뢰침', '돌머리']"
159,112,코뿌리,다이아몬드 원석도 부숴 버리는 위력을 자랑하는 뿔을 동료들과 부딪치며 단련한다.,"['땅', '바위']",1.9,드릴포켓몬,120.0,"['피뢰침', '돌머리']"
160,113,럭키,상처 입은 포켓몬이나 사람이 있으면 영양 만점의 알을 낳아 나눠 주는 상냥한 포켓몬이다.,['노말'],1.1,알포켓몬,34.6,"['자연회복', '하늘의은총']"
161,114,덩쿠리,파란 덩굴로 덮여 있다. 덩굴에 숨겨져 있는 얼굴을 본 사람은 아직 없다.,['풀'],1.0,넝쿨포켓몬,35.0,"['엽록소', '리프가드']"
162,115,캥카,배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.,['노말'],2.2,가족포켓몬,80.0,"['일찍기상', '배짱']"
163,115,메가캥카,메가캥카가 강한 이유는 아이의 성장을 기뻐하면서 의욕이 넘치는 엄마 때문이다.,['노말'],2.2,가족포켓몬,100.0,['부자유친']
164,116,쏘드라,커다란 상대에게 습격당해도 발달한 등지느러미를 사용해 수중에서 자유롭게 도망친다.,['물'],0.4,드래곤포켓몬,8.0,"['쓱쓱', '스나이퍼']"
165,117,시드라,수컷이 새끼를 키운다. 이때 접근하는 자가 있으면 맹독을 띠는 가시로 쫓아낸다.,['물'],1.2,드래곤포켓몬,25.0,"['독가시', '스나이퍼']"
166,118,콘치,꼬리지느러미를 드레스같이 흔들며 우아하게 헤엄치는 모습은 마치 수중의 여왕 같다.,['물'],0.6,금붕어포켓몬,15.0,"['쓱쓱', '수의베일']"
167,119,왕콘치,머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨 걸고 지킨다.,['물'],1.3,금붕어포켓몬,39.0,"['쓱쓱', '수의베일']"
168,120,별가사리,"빨간 핵이 있는 한, 몸이 조각나도 바로 재생한다. 한밤중에 핵이 반짝거린다.",['물'],0.8,별포켓몬,34.5,"['발광', '자연회복']"
169,121,아쿠스타,몸의 중심에 있는 빨간 핵에서 밤하늘을 향해 알 수 없는 전파를 발신한다.,"['물', '에스퍼']",1.1,수수께끼포켓몬,80.0,"['발광', '자연회복']"
170,122,마임맨,팬터마임의 달인이다. 손짓 발짓으로 만든 벽은 이윽고 진짜 벽이 된다.,"['에스퍼', '페어리']",1.3,배리어포켓몬,54.5,"['방음', '필터']"
171,122,마임맨,가라르의 모습 탭 댄스가 특기다. 냉기로 만든 얼음 바닥을 차올려서 배리어처럼 몸을 지킨다.,"['얼음', '에스퍼']",1.4,댄스포켓몬,56.8,"['의기양양', '배리어프리']"
172,123,스라크,아주 예리한 낫을 이용해 풀숲을 베며 나아간다. 매우 빠른 움직임에 눈이 따라가지 못한다.,"['벌레', '비행']",1.5,버마재비포켓몬,56.0,"['벌레의알림', '테크니션']"
173,124,루주라,울음소리는 마치 인간의 말처럼 들리지만 의미는 전혀 이해할 수 없다.,"['얼음', '에스퍼']",1.4,인간형태포켓몬,40.6,"['둔감', '예지몽']"
174,125,에레브,전신에 항상 전기가 흐르고 있기 때문에 가까이 가면 머리카락이 곤두서 버린다.,['전기'],1.1,전기포켓몬,30.0,['정전기']
175,126,마그마,화산의 분화구 근처에서 발견되었다. 입에서 불꽃을 뿜어낸다. 체온은 1200도나 된다.,['불꽃'],1.3,불뿜기포켓몬,44.5,['불꽃몸']
176,127,쁘사이저,2개의 뿔 사이에 먹이를 끼우고 조각날 때까지 놓지 않는다. 조각나지 않으면 저편으로 세게 내던진다.,['벌레'],1.5,뿔집게포켓몬,55.0,"['괴력집게', '틀깨기']"
177,127,메가쁘사이저,메가진화의 영향으로 항상 흥분한 상태이다. 2개의 큰 뿔로 적을 꿰뚫은 다음 찢는다.,"['벌레', '비행']",1.7,뿔집게포켓몬,59.0,['스카이스킨']
178,128,켄타로스,목표를 정하면 꼬리로 몸을 채찍질하면서 똑바로 돌진한다.,['노말'],1.4,성난소포켓몬,88.4,"['위협', '분노의경혈']"
179,129,잉어킹,힘없는 한심한 포켓몬이다. 가끔 높이 뛰어오르지만 2m를 겨우 넘기는 게 고작이다.,['물'],0.9,물고기포켓몬,10.0,['쓱쓱']
180,130,갸라도스,한번 모습을 나타내면 주변 전체를 태워 버리지 않고는 분노가 가라앉지 않는다고 전해진다.,"['물', '비행']",6.5,흉악포켓몬,235.0,['위협']
181,130,메가갸라도스,메가진화가 뇌에도 작용했다. 모든 것을 불태우는 파괴의 본능밖에 남아있지 않다.,"['물', '악']",6.5,흉악포켓몬,305.0,['틀깨기']
182,131,라프라스,사람을 등에 태우고 바다를 건넌다. 기분이 좋으면 아름다운 목소리로 노래를 하기도 하는 듯하다.,"['물', '얼음']",2.5,탈것포켓몬,220.0,"['저수', '조가비갑옷']"
183,131,라프라스,거다이맥스의 모습 등껍질에는 5000명 이상의 사람을 태울 수 있다. 흔들림도 없고 편안하다.,"['물', '얼음']",24.0,탈것포켓몬,,"['저수', '조가비갑옷']"
184,132,메타몽,변신은 완벽하지만 웃는 바람에 힘이 빠지면 변신이 풀려 버리고 만다.,['노말'],0.3,변신포켓몬,4.0,['유연']
185,133,이브이,환경 변화에 곧바로 적응할 수 있도록 여러 형태로 진화할 수 있는 가능성을 가지고 있다.,['노말'],0.3,진화포켓몬,6.5,"['도주', '적응력']"
186,133,이브이,거다이맥스의 모습 거다이맥스의 파워로 더욱 복슬복슬해진 목 주변의 솜털로 상대를 감싸서 사로잡는다.,['노말'],18.0,진화포켓몬,,"['도주', '적응력']"
187,134,샤미드,물가에 살지만 꼬리에 물고기처럼 지느러미가 남아 있어서 인어로 착각하는 사람도 있다.,['물'],1.0,거품뿜기포켓몬,29.0,['저수']
188,135,쥬피썬더,세포가 내고 있는 약한 전기를 하나로 모아서 강력한 전기를 발산한다.,['전기'],0.8,번개포켓몬,24.5,['축전']
189,136,부스터,들이마신 공기를 체내의 불꽃 주머니에 보내 1700도의 불꽃으로 내뿜는다.,['불꽃'],0.9,불꽃포켓몬,25.0,['타오르는불꽃']
190,137,폴리곤,호흡을 하지 않기 때문에 어디서나 활약할 수 있을 것으로 기대되는 인공의 포켓몬이다.,['노말'],0.8,가상포켓몬,36.5,"['트레이스', '다운로드']"
191,138,암나이트,현대의 우수한 과학 기술로 화석에서 부활한 포켓몬이다. 고대의 바다를 헤엄치고 있었다.,"['바위', '물']",0.4,소용돌이포켓몬,7.5,"['쓱쓱', '조가비갑옷']"
192,139,암스타,나선형의 껍질이 너무 커져 버린 것이 원인으로 멸종했다고 여겨지고 있다.,"['바위', '물']",1.0,소용돌이포켓몬,35.0,"['쓱쓱', '조가비갑옷']"
193,140,투구,3억 년 전에 모래 해변에서 살고 있었던 것으로 추측된다. 단단한 껍질이 몸을 보호한다.,"['바위', '물']",0.5,껍질포켓몬,11.5,"['쓱쓱', '전투무장']"
194,141,투구푸스,투구푸스의 먹이가 육상 생활을 시작했기 때문에 투구푸스 역시 육지에 올라온 것으로 추측된다.,"['바위', '물']",1.3,껍질포켓몬,40.5,"['쓱쓱', '전투무장']"
195,142,프테라,공룡 시대의 넓은 하늘을 날아다녔던 포켓몬이다. 톱 같은 이빨을 가지고 있다.,"['바위', '비행']",1.8,화석포켓몬,59.0,"['돌머리', '프레셔']"
196,142,메가프테라,몸 일부가 돌이 되었다. 이 모습이 진짜 프테라라고 주장하는 학자도 있다.,"['바위', '비행']",2.1,화석포켓몬,79.0,['단단한발톱']
197,143,잠만보,자고 있을 때를 제외하고는 항상 먹이를 먹고 있는 대식가. 하루에 400kg은 먹어 치운다.,['노말'],2.1,졸음포켓몬,460.0,"['면역', '두꺼운지방']"
198,143,잠만보,거다이맥스의 모습 거다이맥스의 파워로 먹다가 배에 흘린 씨앗이나 붙어 있던 돌멩이까지도 거대해졌다.,['노말'],35.0,졸음포켓몬,,"['면역', '두꺼운지방']"
199,144,프리져,전설의 새포켓몬이다. 공기 중의 수분을 얼려 눈보라를 만들어 낼 수 있다.,"['얼음', '비행']",1.7,냉동포켓몬,55.4,['프레셔']
200,145,썬더,번개 구름 안에 있다고 전해지는 전설의 포켓몬이다. 번개를 자유로이 조종한다.,"['전기', '비행']",1.6,전기포켓몬,52.6,['프레셔']
201,146,파이어,전설의 새포켓몬 중의 1마리다. 파이어가 모습을 보이면 봄이 찾아온다고 전해진다.,"['불꽃', '비행']",2.0,화염포켓몬,60.0,['프레셔']
202,147,미뇽,세차게 떨어지는 폭포의 보호를 받으며 탈피를 거듭해 점점 크게 자란다.,['드래곤'],1.8,드래곤포켓몬,3.3,['탈피']
203,148,신뇽,전신에서 오라를 발산하면 주변 날씨가 순식간에 변한다고 한다.,['드래곤'],4.0,드래곤포켓몬,16.5,['탈피']
204,149,망나뇽,드넓은 바다 어딘가에는 망나뇽만이 모여 사는 섬이 있다고 한다.,"['드래곤', '비행']",2.2,드래곤포켓몬,210.0,['정신력']
205,150,뮤츠,뮤의 유전자를 재구성해서 만들어졌다. 포켓몬 중에서 가장 난폭한 마음을 가지고 있다고 한다.,['에스퍼'],2.0,유전자포켓몬,122.0,['프레셔']
206,150,메가뮤츠X,한 과학자가 몇 년에 걸쳐 무서운 유전자의 연구를 계속한 결과 탄생했다.,"['에스퍼', '격투']",2.3,유전자포켓몬,127.0,['불굴의마음']
207,150,메가뮤츠Y,한 과학자가 몇 년에 걸쳐 무서운 유전자의 연구를 계속한 결과 탄생했다.,['에스퍼'],1.5,유전자포켓몬,33.0,['불면']
208,151,뮤,모든 기술을 사용하기 때문에 포켓몬의 조상이라고 생각하는 학자가 많다.,['에스퍼'],0.4,신종포켓몬,4.0,['싱크로']
209,152,치코리타,햇볕을 쬐는 것을 매우 좋아한다. 머리의 잎사귀를 사용해서 따뜻한 장소를 찾아낸다.,['풀'],0.9,잎사귀포켓몬,6.4,['심록']
210,153,베이리프,목 주변에서 나는 향긋한 향기를 맡으면 왠지 싸우고 싶어진다.,['풀'],1.2,잎사귀포켓몬,15.8,['심록']
211,154,메가니움,메가니움의 주변에 있으면 삼림욕을 한 것처럼 상쾌한 기분이 든다.,['풀'],1.8,허브포켓몬,100.5,['심록']
212,155,브케인,평소에는 몸을 웅크리고 있다. 화가 났을 때와 놀랐을 때 등에서 불꽃을 뿜어낸다.,['불꽃'],0.5,불쥐포켓몬,7.9,['맹화']
213,156,마그케인,싸우기 전에 등을 돌려 자신의 불꽃이 얼마나 대단한지 상대에게 일부러 보여 준다.,['불꽃'],0.9,화산포켓몬,19.0,['맹화']
214,157,블레이범,활활 타오르는 털을 문질러 폭풍을 일으켜서 공격하는 큰 기술을 감추어 놓고 있다.,['불꽃'],1.7,화산포켓몬,79.5,['맹화']
215,157,블레이범,히스이의 모습 히스이 중심에 우뚝 선 영산의 기운에 영향을 받은 모습으로 보인다. 갈 곳 없는 영혼을 자신의 불꽃으로 정화하여 저승으로 인도한다고 한다.,"['불꽃', '고스트']",1.6,도깨비불포켓몬,69.8,['맹화']
216,158,리아코,발달한 턱은 파워풀해서 뭐든지 깨물어 부수기 때문에 어버이 트레이너라도 주의해야 한다.,['물'],0.6,큰턱포켓몬,9.5,['급류']
217,159,엘리게이,한번 문 먹잇감을 무슨 일이 있어도 놓치지 않도록 이빨 끝이 뒤로 휘어져 있다.,['물'],1.1,큰턱포켓몬,25.0,['급류']
218,160,장크로다일,크고 힘센 턱으로 한번 물면 그대로 목을 흔들어 상대를 갈기갈기 찢는다.,['물'],2.3,큰턱포켓몬,88.8,['급류']
219,161,꼬리선,경계심이 강한 포켓몬이다. 유연하게 움직이는 꼬리는 근육질이라 만져 보면 단단하다.,['노말'],0.8,망보기포켓몬,6.0,"['도주', '날카로운눈']"
220,162,다꼬리,가늘고 긴 굴에서 새끼를 키운다. 새끼가 자라면 굴 밖에서 독립할 준비를 시킨다.,['노말'],1.8,긴몸통포켓몬,32.5,"['도주', '날카로운눈']"
221,163,부우부,체내의 시간 감각은 어느 때든 정확해서 규칙적인 리듬으로 목을 기울인다.,"['노말', '비행']",0.7,부엉이포켓몬,21.2,"['불면', '날카로운눈']"
222,164,야부엉,양쪽 눈이 특수한 구조다. 적은 양의 빛이라도 잘 모아 어둠 속에서도 주위를 분별한다.,"['노말', '비행']",1.6,부엉이포켓몬,40.8,"['불면', '날카로운눈']"
223,165,레디바,무리를 짓지 않으면 불안해서 움직일 수 없을 정도로 겁쟁이다. 냄새로 서로의 마음을 전한다.,"['벌레', '비행']",1.0,별다섯포켓몬,10.8,"['벌레의알림', '일찍기상']"
224,166,레디안,별빛을 에너지로 쓴다. 밤하늘의 별의 수가 늘어나면 등의 무늬가 커진다.,"['벌레', '비행']",1.4,별다섯포켓몬,35.6,"['벌레의알림', '일찍기상']"
225,167,페이검,실을 둘러쳐서 만든 둥지에 먹잇감이 걸리더라도 어두워질 때까지 가만히 기다린다.,"['벌레', '독']",0.5,실뿜기포켓몬,8.5,"['벌레의알림', '불면']"
226,168,아리아도스,항상 엉덩이에서 나오는 특별한 한 가닥의 실을 더듬어 가면 둥지와 연결되어 있다.,"['벌레', '독']",1.1,롱다리포켓몬,33.5,"['벌레의알림', '불면']"
227,169,크로뱃,4장의 날개로 보다 조용히 더욱 빠르게 날 수 있게 되었다. 밤이 되면 활동을 시작한다.,"['독', '비행']",1.8,박쥐포켓몬,75.0,['정신력']
